MMSI,BaseDateTime,LAT,LON,SOG,COG,Heading,VesselName,IMO,CallSign,VesselType,Status,Length,Width,Draft,Cargo,TransceiverClass
367137180,2022-03-31T00:00:09,30.31999,-81.62712,0,241.3,24,ALLIE B,IMO7626279,WDD3857,31,0,35,9,4.3,32,A
367598280,2022-03-31T00:00:03,26.05485,-97.21264,0,303.1,511,MISS BETH,,WDH2506,31,15,17,7,,52,A
367684360,2022-03-31T00:00:03,38.75221,-85.03293,0.4,208.2,511,J L BRADEN,,WDI3041,31,0,15,,,99,A
366916420,2022-03-31T00:00:01,29.59993,-90.66124,0,230.9,511,SIDNEY V,,WDB6019,31,0,23,8,,52,A
310764000,2022-03-31T00:00:01,29.12376,-89.2624,13.2,23.7,22,KOBE EXPRESS,IMO9143544,ZCEV2,70,0,293,32,13.6,79,A
367450580,2022-03-31T00:00:00,46.1687,-123.91403,0,172.1,511,GRUMPY J,IMO7049433,WDF4332,30,7,21,6,,30,A
367584630,2022-03-31T00:00:05,30.35786,-88.50579,0,360,511,MADISON GAIL,,WDG9129,60,0,22,5,,60,A
367479080,2022-03-31T00:00:03,29.37075,-94.78503,0,360,511,COURTNEY LUNDIN,,WDF6909,31,0,7,4,,53,A
366998040,2022-03-31T00:00:04,30.10705,-91.31208,0.3,79.1,511,ST JOSEPH,IMO8983131,WDC2814,31,12,22,10,,57,A
367368480,2022-03-31T00:00:07,32.08192,-81.06545,0.1,217.2,276,FLORIDA,,WDE5561,31,0,29,8,,52,A
366425240,2022-03-31T00:00:04,48.12346,-123.44399,0,162,115,JAMIE MARIE,IMO8807296,WDE7178,30,15,23,7,3.2,30,A
368136890,2022-03-31T00:00:03,30.25329,-93.24186,5.3,85.2,95,LUBBOCK,IMO1260379,WDL4996,52,12,25,12,2.8,57,A
367458610,2022-03-31T00:00:09,30.85336,-87.95838,0,275.2,132,TEMPLE HUCKABEE,,WDF5034,31,12,37,10,,52,A
366914430,2022-03-31T00:00:09,21.35928,-157.94236,0,284.1,511,ASD KAIMANA HILA,IMO8993112,WDB5869,31,0,27,10,,52,A
338760000,2022-03-31T00:00:01,28.45263,-78.4271,22.8,311.3,312,ISLA BELLA,IMO9680841,WTOI,70,0,233,32,10.4,71,A
367546320,2022-03-31T00:00:01,34.25018,-119.26564,0.1,138.7,511,OCEAN DEFENDER,,WDG5405,90,5,17,,,54,A
368170890,2022-03-31T00:00:01,29.77227,-95.10053,1,141.1,129,CAPT FRANK W BANTA,,WDL8581,31,15,23,11,0,31,A
303668000,2022-03-31T00:00:03,46.48754,-125.63388,11.3,26.4,24,GULF RELIANCE,IMO9398474,WDD2703,31,0,41,12,,52,A
367375360,2022-03-31T00:00:03,43.37163,-124.21043,0,93.5,182,OCEAN ANGEL 3,,WDE6065,30,8,0,0,2.3,30,A
367478450,2022-03-31T00:00:03,29.7311,-95.05068,0,291,302,CAPT TOM BROWN,,WDF6848,31,12,23,10,,57,A
338141142,2022-03-31T00:00:06,25.79196,-80.23814,0,100.9,511,KARLICIA,,,37,,16,,,,B
366748250,2022-03-31T00:00:09,29.65524,-91.03072,0,147.4,511,HELEN,,WCY3321,31,0,19,6,,52,A
505187000,2022-03-31T00:00:01,32.32608,-90.89634,1.8,277.7,91,SYNERGY,,WX6878,31,0,18,6,0,31,A
367756040,2022-03-31T00:00:09,29.82181,-93.96924,4.9,249.3,252,MACKENZIE HOPE,,WDJ2187,31,12,,,,57,A
366939750,2022-03-31T00:00:02,29.95165,-90.05588,0,38,511,VALENTINE MORAN,IMO7729485,WDH8875,31,15,31,9,3.9,0,A
367152730,2022-03-31T00:00:15,29.52917,-89.73975,9,117.8,511,PRESAGER,IMO8851376,WDD5034,31,12,27,9,,57,A
367593340,2022-03-31T00:00:11,29.55937,-90.70318,0,0,239,SEACOR HAWK,IMO8769004,WDG9997,90,0,41,28,,90,A
338595000,2022-03-31T00:00:23,29.21683,-90.22043,0,133.9,118,ODYSSEA COUNT,IMO9264647,WDG8778,90,0,63,16,5.1,38,A
316004106,2022-03-31T00:00:00,48.8361,-125.13924,0,174.4,359,CCGS CAPE MCKAY,,CFG7703,90,0,13,4,2.2,51,A
367520810,2022-03-31T00:00:02,42.26138,-90.42249,0,360,511,LISA NICOLE,,WDG2938,31,0,13,5,,99,A
367581670,2022-03-31T00:00:02,29.99249,-90.02285,0,286.2,164,BIG A,,WDG8847,31,0,30,10,,31,A
366954420,2022-03-31T00:00:13,27.77633,-82.63032,0,130.5,286,PROVINCETOWN III,IMO9329394,WDB8185,60,0,30,9,1.9,60,A
367744130,2022-03-31T00:00:13,29.93556,-90.14274,0.1,201.6,511,TAK I,,WDI8985,31,0,16,6,,79,A
367526160,2022-03-31T00:00:00,40.63664,-89.62103,7.7,225.4,511,PRAIRIE LAND,,WDG3450,31,0,19,,,31,A
367518570,2022-03-31T00:00:02,29.13236,-90.19309,0,223.4,160,HARVEY INTERVENTION,IMO9581277,WDG2721,90,5,89,19,5.1,90,A
366298000,2022-03-31T00:00:02,47.66338,-122.39096,0,293.1,180,CLIPPER SURPRISE,IMO8856754,WTH4410,30,0,34,9,,30,A
367542760,2022-03-31T00:00:04,30.37136,-88.56461,0,289.5,267,SUSAN J GUNDLACH,,WDG5049,31,12,22,,,57,A
477300700,2022-03-31T00:00:06,48.20471,-123.01381,12.7,274.7,277,OCEANA,IMO9667095,VRNE7,70,0,229,32,14.4,70,A
368174490,2022-03-31T00:00:07,30.02383,-90.47591,0,55.3,511,ROCK SOLID,,WDL8951,31,13,0,0,0,31,A
368142710,2022-03-31T00:00:01,30.04366,-90.48147,0,102.6,511,IRON LADY,,WDL5614,31,12,0,0,9.6,31,A
366946850,2022-03-31T00:00:02,27.99022,-97.05731,5.8,164.9,165,MATHEW J SCOTT,,WDI3973,31,0,18,7,,52,A
367642530,2022-03-31T00:00:07,47.26255,-122.4324,0,282.1,337,BO BRUSCO,IMO9772917,WDH6880,31,0,23,8,,31,A
367546880,2022-03-31T00:00:05,29.96585,-90.23344,0,278.3,511,LUCILLE BROOKS,,WDG5458,31,0,18,8,,57,A
366927640,2022-03-31T00:00:04,30.03844,-90.67868,0,360,511,ROOSTER II,,WUR5381,60,0,13,4,,50,A
367653490,2022-03-31T00:00:03,29.19504,-89.27554,6.5,144,511,CHRISTI C,,WDH7980,31,15,20,,,31,A
316001266,2022-03-31T00:00:10,49.16821,-123.92645,8,275.1,273,QUINSAM,IMO8111386,VY6800,60,0,86,21,1.8,60,A
367364440,2022-03-31T00:00:01,29.94898,-90.22648,0,144,511,BEN NOLAN,,WDE5287,31,15,16,7,,0,A
366917130,2022-03-31T00:00:01,29.7412,-95.19703,0,7.1,243,DENNIS COLLINS,,WL5395,31,0,28,9,,31,A
367389530,2022-03-31T00:00:02,29.9053,-90.11634,0,261.6,511,HOLY ROSARY,,WDE7143,31,12,22,9,,57,A
367774490,2022-03-31T00:00:05,30.70794,-88.04255,0,80.1,300,NICOLE FOSS,IMO9748588,WDJ4108,31,5,39,,,31,A
367517760,2022-03-31T00:00:05,35.08007,-90.17406,0,10.8,511,MARY WEPFER,,WDG2646,31,15,17,7,,31,A
366987890,2022-03-31T00:00:03,29.11813,-90.20663,0,360,511,CAPT RUDY,IMO9337420,WDC2099,90,0,49,10,3,90,A
368103530,2022-03-31T00:00:06,38.82975,-90.10833,0,162.8,511,RANDY ANDERSON,,WDK9418,32,12,39,13,3,32,A
367672390,2022-03-31T00:00:09,47.65654,-122.36717,0,350,263,MUIR MILACH,IMO7823425,WDH9870,30,0,26,7,2.7,30,A
367059850,2022-03-31T00:00:09,29.25986,-89.35845,0,3.2,511,ANNETTE_ADAMS,,WDC6696,70,0,26,8,0,70,A
367529860,2022-03-31T00:00:01,27.16773,-80.15295,0.2,342.2,254,C R MCCASKILL,,WDG3808,90,3,67,,,33,A
338855000,2022-03-31T00:00:03,47.65523,-122.36472,0,137.7,136,PACIFIC TITAN,IMO8962498,WCZ6844,31,11,33,10,,32,A
367187140,2022-03-31T00:00:04,29.78759,-90.23944,0.1,203,511,MEGAN B SETTOON,,WDD7489,31,8,15,6,,0,A
316020869,2022-03-31T00:00:14,49.31036,-123.1071,0.1,231.6,92,SEASPAN KESTREL,IMO9623130,,31,0,25,12,5.3,52,A
477620100,2022-03-31T00:00:32,45.63222,-122.70697,0,274.8,130,OCEAN ENTERPRISE,IMO9712175,VROW7,70,1,199,,,70,A
367638080,2022-03-31T00:00:00,34.02481,-90.90025,3.2,65.1,64,MARY KAY ECKSTEIN,,WDH6450,31,12,43,15,,57,A
366795290,2022-03-31T00:00:05,47.63082,-122.34017,0,251.8,511,CHILLIN' 2,,WDJ4521,37,5,22,6,,37,A
367431640,2022-03-31T00:00:05,29.87998,-90.00363,0,297.1,511,SEA BULL,,WDF2765,31,0,18,7,,52,A
367004120,2022-03-31T00:00:07,30.04659,-90.64974,0.1,204.9,511,ANGELA RAE,,WCP6283,31,15,16,7,,21,A
1056261,2022-03-31T00:00:17,26.11809,-80.14815,0.1,220.5,511,CHAMPAGNE CHER,IMO1056261,WDC6418,10,0,35,8,2.5,10,A
366887300,2022-03-31T00:00:07,47.25958,-122.38451,0,273.4,133,GUARD,IMO9139830,WCY2823,52,0,39,11,5.4,52,A
367705090,2022-03-31T00:00:02,29.36504,-94.89232,0,261.1,248,CALLIE M ETHEREDGE,,WDI5093,31,12,25,,,57,A
367374990,2022-03-31T00:00:01,29.91075,-90.11354,3.2,268.6,511,ALTRO DONNA,,WDF2942,31,0,17,7,,39,A
316009843,2022-03-31T00:00:02,49.17033,-122.92397,0,330.7,511,J R W,,,31,0,12,5,0.6,52,A
367604450,2022-03-31T00:00:02,30.27771,-81.71351,0,101.4,70,QUIET COMPANY,,WDH3117,37,,14,,,,B
367637760,2022-03-31T00:00:01,30.48863,-91.19297,0,261.1,9,CLARK TODD,,WDH6420,31,0,24,,,57,A
367379540,2022-03-31T00:00:02,27.66893,-97.22961,5.6,13.8,511,EMMANUEL,,WDE6384,31,12,21,9,,57,A
366776910,2022-03-31T00:00:06,27.78541,-82.49617,0.2,162,511,P T,IMO8036251,WCZ6536,30,15,20,6,,0,A
319250000,2022-03-31T00:00:14,26.34336,-80.07692,0,2.6,335,GAZELLE,IMO1008724,ZCPU4,37,0,40,8,2,37,A
367316740,2022-03-31T00:00:07,29.32003,-94.78543,0,273.4,39,GALVESTON BAY,,WDD9819,90,0,11,4,,90,A
367323230,2022-03-31T00:00:06,29.55575,-90.43551,0,206.4,102,CAPT JACK HIGMAN,,WDE2304,31,12,21,9,,57,A
367468230,2022-03-31T00:00:02,25.31238,-80.28029,0,132.6,511,MOHAWK,,WDF5879,37,,16,,,,B
367186410,2022-03-31T00:00:02,29.89004,-89.99758,0,323,29,BRIAN O DANIELS,,WDD7438,31,0,26,9,,31,A
367306940,2022-03-31T00:00:04,38.60845,-90.18744,4.7,20.7,22,MISS SHIRLEY,,WDD9105,31,15,20,7,,31,A
367505580,2022-03-31T00:00:05,32.17841,-80.77325,0,120.5,511,WIND'S WILL,,WDF9480,37,,,,,,B
367151310,2022-03-31T00:00:05,21.30992,-157.86508,0,299.4,511,AMERICAN CONTENDER,IMO8842284,WBO8595,31,0,34,8,,32,A
368048990,2022-03-31T00:00:14,30.1877,-91.12127,0,164.5,215,AMERICAN COUNTESS,,WDK3816,60,5,94,22,2.4,60,A
367002630,2022-03-31T00:00:03,30.42394,-88.51334,0,360,511,TIGER POINT,IMO7309467,WX9273,30,15,49,10,,30,A
367762880,2022-03-31T00:00:00,41.41948,-88.19799,0,360,511,COLTON JAMES,,WDJ2911,31,0,,,,31,A
368212230,2022-03-31T00:00:03,30.70734,-88.04331,0,157.2,298,NIKE,,WDM5064,52,15,30,14,0,52,A
367779120,2022-03-31T00:00:01,40.61989,-91.33505,0.8,273,69,ANGELA K,,WDJ4587,31,12,51,12,,57,A
367343420,2022-03-31T00:00:03,29.78873,-95.0788,0,25.9,93,DAVID M FLEMING,,WDE3731,31,0,15,6,,0,A
367028690,2022-03-31T00:00:20,30.20167,-93.32385,0,193.8,511,LAUREN MARIE,,WBY5971,31,0,17,6,,31,A
367445470,2022-03-31T00:00:01,47.65934,-122.37988,0,240.5,5,CAPE GREIG,IMO8856613,WDF3906,30,8,54,9,,30,A
368196520,2022-03-31T00:00:05,26.83625,-80.05728,0,329,53,SWIFT,,WDM3350,37,5,21,6,2.2,37,A
367192710,2022-03-31T00:00:00,29.28543,-89.36026,0,207.9,511,BAR PILOT,,WDD7896,60,15,15,5,,50,A
367544550,2022-03-31T00:00:06,35.33476,-94.80272,8.6,77,511,CONSTRUCTOR,,WDG5221,31,0,46,18,0,31,A
366982000,2022-03-31T00:00:01,29.27401,-89.34702,1.6,123,321,WHEELER,IMO7923184,AEQZ,90,3,124,23,9,33,A
367005340,2022-03-31T00:00:07,29.96739,-90.39847,0,198.2,345,CREOLE CRUSADER,,WDC3291,31,0,21,8,,99,A
367765140,2022-03-31T00:00:11,29.56424,-94.43854,5.8,83.8,81,CULLEN PASENTINE,,WDJ3136,31,5,,,,31,A
367400740,2022-03-31T00:00:05,30.38968,-81.53619,0.4,24.7,511,CATHLEEN E MORAN,IMO6608684,WDE8034,31,0,31,8,4.7,31,A
367764250,2022-03-31T00:00:14,46.08971,-122.92963,0,311.5,110,P J BRIX,IMO8972950,WDJ3049,31,0,22,9,,31,A
367702490,2022-03-31T00:00:02,29.94022,-90.17831,0,260.7,315,SAFETY PRIORITY,,WDI4833,31,0,21,8,,57,A
366946000,2022-03-31T00:00:17,47.63215,-122.38378,0,90.8,0,PACIFIC GLACIER,IMO7391276,WRYH,30,5,84,13,4.9,30,A
304010618,2022-03-31T00:00:00,24.85808,-80.41664,11.3,50.6,55,CARIBE MARINER,IMO9110547,V2PM2,70,0,99,16,4.9,70,A
367332950,2022-03-31T00:00:00,29.92945,-90.19075,2,283,511,GOOD SHEPHERD,,WDE3016,31,12,22,8,,57,A
368201210,2022-03-31T00:00:02,30.44028,-91.19245,0,282,6,GW DUNN,IMO9565581,WDM3867,52,15,18,8,0,52,A
636018107,2022-03-31T00:00:02,48.95732,-123.14291,11.3,314.7,309,KASSOS,IMO9382164,D5OE9,80,0,102,17,6.6,83,A
538009345,2022-03-31T00:00:03,28.08572,-92.7767,8.1,143.6,146,YASA VEGA,IMO9888352,V7A4620,80,0,183,32,12.1,80,A
368018310,2022-03-31T00:00:04,30.48111,-86.48566,0,360,511,TRISTEN,IMO0000001,WDJ8628,32,0,21,8,3.1,57,A
368115150,2022-03-31T00:00:11,29.91975,-89.96075,0.1,314.2,253,CROSBY EXPRESS,,WDL2764,31,12,28,8,3,31,A
367653630,2022-03-31T00:00:03,46.15341,-123.37715,0,183.3,511,OSCAR B,,WDH7993,60,0,33,,,99,A
319048700,2022-03-31T00:00:02,30.14941,-85.73358,0,54.2,511,CHUFRAN,,ZCFC7,37,,24,,,,B
319211600,2022-03-31T00:00:13,49.30333,-123.21061,0,18.2,274,ONE ARCADIA,IMO9468310,ZGOK7,71,1,332,46,13.4,71,A
368075450,2022-03-31T00:00:05,29.98244,-93.20536,6.8,315.9,315,VELLE DEVALL,,WDK6529,52,12,20,9,0,52,A
368237000,2022-03-31T00:00:04,18.22849,-65.61905,0,360,511,CAYO LARGO,IMO9535113,WDE5350,60,0,50,14,2.1,60,A
367031680,2022-03-31T00:00:03,31.00847,-88.01848,0,290.1,511,TOUCHSTONE ENERGY,,WDC4848,31,15,20,8,0,31,A
368167820,2022-03-31T00:00:08,28.9507,-95.33393,0,267.8,90,BAFFIN BAY,IMO101229469,WDL8253,57,12,115,34,2.8,57,A
367487360,2022-03-31T00:00:09,37.02093,-89.16982,0,196,337,EMMA KATE,,WDF7714,31,15,24,9,,31,A
366826940,2022-03-31T00:00:03,29.74415,-95.09704,0,283.7,134,THOMAS E ROLLINS,IMO8635693,WDA6028,31,0,24,9,,52,A
367731930,2022-03-31T00:00:25,48.06195,-123.03964,0,238.4,511,RITE OF PASSAGE,,WDI7758,37,,16,5,,,B
367183020,2022-03-31T00:00:03,29.86115,-93.93829,0.1,4.4,304,BUCCANEER,IMO9397406,WDD7185,31,0,29,10,3.7,90,A
431605000,2022-03-31T00:00:00,46.15051,-123.04663,13.4,127.5,128,VICTORIOUS ACE,IMO9610406,7KKN,70,0,200,32,8.5,70,A
367529030,2022-03-31T00:00:07,46.19683,-123.82383,7.7,67.9,56,CONNOR FOSS,,WDG3727,57,0,19,,,57,A
367756280,2022-03-31T00:00:00,32.08185,-81.06497,0.1,106.5,257,ARKANSAS,,WDJ2212,31,15,,,,31,A
367499090,2022-03-31T00:00:07,29.37493,-94.86755,0,233.2,284,LCPL PHILLIP C GEORG,,WDF8835,31,12,24,10,,57,A
369629000,2022-03-31T00:00:03,21.30504,-157.86464,0.1,107.4,511,MAJESTIC,IMO8986016,WDI7186,60,0,45,9,,0,A
366998050,2022-03-31T00:00:09,29.7325,-95.20635,0,271.4,511,SAINTE MARIE,IMO8983143,WDC2815,31,12,22,10,,57,A
367777930,2022-03-31T00:00:09,29.33183,-94.84193,3.2,45.1,511,MARY,,WDJ4464,52,0,0,0,0,52,A
367448590,2022-03-31T00:00:11,29.76337,-95.11014,0,32.6,511,RHONDA E,,WDF4153,31,12,14,6,,52,A
369493705,2022-03-31T00:00:12,30.36383,-89.0895,0,250.5,511,CG45705,,,51,15,14,4,1,51,A
367047090,2022-03-31T00:00:14,46.15985,-123.40544,0.4,133.4,136,HURRICANE,,WDC5830,31,12,31,9,,52,A
316006075,2022-03-31T00:00:15,49.16613,-123.88283,2.3,137.9,511,MAREN J,,,52,0,14,6,2.3,52,A
366845060,2022-03-31T00:00:01,29.31225,-94.80235,0.1,298.4,511,ASHTON T,,WDIJ,90,5,28,7,,60,A
636014814,2022-03-31T00:00:07,29.72932,-95.02832,7.6,114,117,BLUEFIN,IMO9551868,A8WR8,80,0,145,23,9,80,A
367437640,2022-03-31T00:00:07,27.81022,-97.24398,7,89.4,511,BREAK OF DAWN,IMO8523151,WDF3243,31,0,27,8,2.6,31,A
367563360,2022-03-31T00:00:03,29.26154,-89.36059,0,232.2,511,DUTCH GIRL,IMO8660088,WDG7047,60,0,37,8,,60,A
368188830,2022-03-31T00:00:01,46.16901,-123.91378,0,180.8,511,ANITA D,,WDM2511,30,0,20,7,3.2,30,A
367349430,2022-03-31T00:00:04,47.57379,-122.34471,0.1,205.3,208,PACIFIC FALCON,IMO7200128,WDE4151,31,0,36,9,3.9,31,A
258005000,2022-03-31T00:00:03,19.62098,-68.39213,10,92.1,92,STAR LYSEFJORD,IMO9616840,LAQQ7,70,0,204,32,12.6,70,A
338926414,2022-03-31T00:00:06,18.45998,-66.11528,0,151.9,274,CG HERIBERTO HERNAND,,NDOB,90,0,46,7,,55,A
319920000,2022-03-31T00:00:03,18.33468,-64.92134,0,245.5,252,LEGACY,IMO9583586,ZGBY7,37,5,49,9,2.4,37,A
316024235,2022-03-31T00:00:06,49.16508,-123.88171,2.3,135.9,511,HELEN J,,CFN6439,31,11,14,6,0.3,31,A
368182130,2022-03-31T00:00:07,30.05908,-93.37941,0.4,117,114,GRAND CHENIER,,WDL9772,57,0,205,17,2.7,57,A
316002956,2022-03-31T00:00:07,49.30123,-123.02279,0,242.7,511,OCEAN MARAUDER,IMO7803152,CZ9687,30,0,28,7,4,30,A
366964110,2022-03-31T00:00:07,29.40962,-94.87873,0.1,144,511,MISS DANA,,WAD8305,31,0,18,6,,90,A
367692890,2022-03-31T00:00:09,38.83964,-90.10554,0,105.2,358,LESTER CRUSE,,WDI3882,31,0,29,,,57,A
367643760,2022-03-31T00:00:10,29.12001,-90.20777,0,283.1,340,HOS WOODLAND,IMO9742716,WDH7001,90,0,92,23,,0,A
367393020,2022-03-31T00:00:01,29.78766,-95.06584,0,101.3,238,EMMA M SAVAGE,,WDE7411,31,12,27,10,,57,A
367570080,2022-03-31T00:00:02,29.834,-93.9564,0,329.2,511,HORACE CENAC,,WDG7714,31,0,28,,,32,A
367606860,2022-03-31T00:00:07,29.859,-93.94074,0,288.4,511,HAYLEY MORAN,IMO9717321,WDH3383,31,0,28,12,3.2,52,A
368143890,2022-03-31T00:00:00,29.79146,-90.06519,0,85.9,184,REDFISH,,WDL5734,57,12,115,33,3.1,57,A
370328000,2022-03-31T00:00:03,29.57804,-89.80059,17,128.2,130,JIPRO NEFTIS,IMO9459292,3EWC8,82,8,175,28,7.1,80,A
366972260,2022-03-31T00:00:03,29.77826,-95.1,3.4,212.8,511,KENNETH J DEVALL,,WDB9240,31,0,15,6,,31,A
303925000,2022-03-31T00:00:04,32.86285,-79.96435,0,108.4,73,PATHFINDER,IMO9075199,NGKK,90,0,100,17,5.8,35,A
367638480,2022-03-31T00:00:03,48.75453,-122.49349,0,189.4,511,OCEAN HUNTER,IMO8705852,WDH6487,30,0,25,7,,30,A
367521810,2022-03-31T00:00:04,38.00724,-90.0638,0.1,254.4,511,LISA ANN,,WDG3036,31,15,17,,,31,A
369970630,2022-03-31T00:00:05,39.67621,-91.29703,0,126.9,301,DAVENPORT,,AEMK,31,3,,,,31,A
357175000,2022-03-31T00:00:00,48.47441,-125.41904,1,115,193,NYK REMUS,IMO9416965,3FPB5,70,0,294,32,13.5,70,A
367675910,2022-03-31T00:00:07,35.47119,-90.00012,4.8,331.9,335,LINDSAY M NOBLES,,WDI2220,31,0,32,,,52,A
367564240,2022-03-31T00:00:01,29.98099,-93.8821,0,273.8,93,INNOVATOR,,WDG7137,31,12,23,,,57,A
367524110,2022-03-31T00:00:10,29.69118,-94.98728,6,312.3,306,SAVAGE WISDOM,,WDG3252,31,0,18,7,,57,A
367652980,2022-03-31T00:00:02,29.77155,-95.10204,0,215.8,276,MICHELLE GOLDING,,WDH7930,31,12,25,,,57,A
367478770,2022-03-31T00:00:14,30.03885,-93.33422,0,251.3,353,HERCULES,IMO9627370,WDF6880,31,5,30,12,3.8,52,A
338198348,2022-03-31T00:00:15,32.07847,-80.98609,0,156.9,511,HANK ADAMS,,,33,,,,,,B
353244000,2022-03-31T00:00:02,27.01667,-94.07344,11.1,333.4,336,NAVE BELLATRIX,IMO9459084,3FEC7,80,0,183,32,13.1,80,A
367500410,2022-03-31T00:00:19,28.6528,-96.05533,5.4,239.9,234,RICHARD J DEVALL,,WDF8965,31,15,17,6,,31,A
368050130,2022-03-31T00:00:00,32.14289,-81.13933,0,256.2,511,MR MIKE,,WDK3928,31,0,17,8,2.4,31,A
369580000,2022-03-31T00:00:00,46.04651,-122.88057,10.3,175.3,173,SOUND RELIANCE,IMO9277369,WXAE,31,0,38,12,5.8,57,A
367505060,2022-03-31T00:00:02,27.81207,-97.40081,0,239,84,PATRICIA ANNE,,WDF9428,31,12,26,9,,31,A
369578000,2022-03-31T00:00:05,27.33239,-82.54574,0,249.6,511,SHARON LEE,,WDH6134,37,0,29,7,,37,A
368085810,2022-03-31T00:00:05,29.25465,-89.97208,0,289.6,511,GOL LIGHTNING,,WDK7581,60,0,38,8,3,60,A
367727410,2022-03-31T00:00:06,45.83721,-122.78792,8.3,20.8,9,AMY B,IMO7216074,WDI7307,31,0,20,7,,52,A
367676420,2022-03-31T00:00:06,46.1708,-123.91365,5.2,216.5,511,STEVE C,IMO7307031,WDI2267,30,,22,6,,,B
367637490,2022-03-31T00:00:02,29.78294,-95.07359,0,46.3,42,TUTTY CENAC,,WDH6395,31,12,21,,,57,A
368045380,2022-03-31T00:00:02,27.84042,-97.06879,3.4,170.5,511,PHIL WILSON,,WDK3451,60,15,48,16,3.3,60,A
367781330,2022-03-31T00:00:02,37.18637,-88.26465,0,275,359,PATSY M,,WDJ4807,31,0,15,6,,31,A
367768250,2022-03-31T00:00:07,27.84389,-97.07022,0.1,318.3,511,R E STOTZER JR,,WDJ3467,60,0,,,,60,A
563094300,2022-03-31T00:00:08,30.01053,-93.99357,0.1,229.9,108,BW KIZOKU,IMO9810032,9V5837,80,5,230,37,8.4,80,A
367368460,2022-03-31T00:00:09,32.08193,-81.06503,0.1,351.2,270,GEORGIA,,WCZ9212,31,0,30,7,,52,A
368083470,2022-03-31T00:00:00,38.82953,-90.11462,0,279.7,10,RALPH C,,WDK7339,57,12,124,34,3.3,57,A
368174480,2022-03-31T00:00:00,29.99055,-90.41613,6.7,301.4,511,STEEL SKIPPER,,WDL8950,31,15,30,10,0,31,A
367726950,2022-03-31T00:00:13,29.51161,-94.52541,5.5,68.8,66,GAIL CECILIA,,WDI7262,31,0,,,,99,A
367580620,2022-03-31T00:00:06,30.34915,-88.50544,0,291.7,16,JAMES GOLDING,,WDG8741,31,12,25,,,52,A
377245000,2022-03-31T00:00:15,26.00168,-80.12247,0,276.1,207,PORTOFINO,,J8Y3569,37,5,,,,37,A
367004560,2022-03-31T00:00:05,29.633,-89.9179,0,262.2,511,SIR BARTON,,WDH7807,31,15,18,7,,31,A
367709050,2022-03-31T00:00:02,46.58029,-124.33285,8,346.6,342,SEA STORM,IMO8103042,WDI5485,30,0,37,9,,30,A
316002912,2022-03-31T00:00:28,49.16293,-122.99272,0,185.4,511,NATIVE JOYE,,,30,,16,6,2.6,,B
366943490,2022-03-31T00:00:04,27.92857,-82.44724,4,182.4,12,SUWANNEE RIVER,IMO9207912,WCZ7163,31,5,27,15,4.8,52,A
367765930,2022-03-31T00:00:00,35.07691,-90.17749,7.9,174.5,186,SCF VISION,,WDJ3219,31,0,,,,57,A
367129630,2022-03-31T00:00:01,37.0485,-88.42708,0,245.7,511,TATE OGLESBY,,WDC2893,31,0,50,11,,32,A
367687520,2022-03-31T00:00:02,30.4493,-91.20101,0,296.6,355,CHIPPEWA,,WDI3361,31,0,22,,,57,A
367005970,2022-03-31T00:00:04,27.74212,-82.52644,7.7,31.1,511,KAITLIN OLIVIA,,WCY6622,31,0,21,7,,32,A
366984310,2022-03-31T00:00:05,29.97301,-90.3993,0.1,196,347,CRIMSON DUKE,,WDB9874,31,12,59,16,,57,A
367502540,2022-03-31T00:00:06,29.93894,-90.0062,0,101.8,304,STEVE GOLDING,,WDF9182,31,12,33,9,,57,A
368202610,2022-03-31T00:00:07,47.54221,-122.64287,0,360,511,ESCAPADE,,WDM4020,37,0,0,0,0,37,A
367005920,2022-03-31T00:00:08,29.58736,-94.84618,0,0,511,PEGGY ANN,,WDC3327,31,3,20,7,,52,A
366972910,2022-03-31T00:00:17,30.07287,-93.72129,0,107,511,T CLAUDE DEVALL,,WYU9725,31,0,15,6,,31,A
367465960,2022-03-31T00:00:01,29.48978,-94.86446,6.7,158.7,511,CROSBY CARRIER,,WDF5669,31,0,19,8,,31,A
338093499,2022-03-31T00:00:02,30.32146,-81.44006,0,327.2,511,FINANGLER,,,37,,16,5,,,B
368075150,2022-03-31T00:00:03,27.86421,-97.0479,0,325.3,20,COCHRAN,,WDK6501,57,0,206,18,2.5,52,A
367592640,2022-03-31T00:00:06,29.90004,-90.07973,0,264.3,511,CAPT CJ,,WDG9929,31,8,21,,,31,A
369970440,2022-03-31T00:00:07,38.58974,-90.20531,0.1,147.3,47,PATHFINDER,IMO8891077,AEBQ,90,0,21,8,,59,A
538007903,2022-03-31T00:00:07,19.40717,-65.4795,11.9,98,97,MANAH,IMO9365764,V7QR4,0,0,333,60,20,0,A
367456870,2022-03-31T00:00:08,30.44507,-91.19897,0.9,189.5,511,LIBERTY,IMO8981432,WDF4885,31,0,22,9,,57,A
367442390,2022-03-31T00:00:02,29.3148,-94.7793,6.9,156.7,157,YELLOW ROSE,,WDF3650,50,0,21,5,,50,A
367034960,2022-03-31T00:00:00,33.76761,-118.21696,0,32.5,26,PONO,,WCB4095,31,0,22,8,,52,A
367169320,2022-03-31T00:00:03,38.33416,-90.37348,2,199.8,511,PAT PICKETT,,WDD6184,31,12,22,8,,52,A
